adresse,latitude,longitude,gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,nr,mandag,torsdag,ugentlig,uniq_id,street,city,country,street_part,house_number,house_anyting,vejnavn,husnr,appendiks
"Jernbanegade 23, 6000, Kolding",55.4901523,9.4771024,Jernbanegade ,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,23,False,True,True,tuskgifiqs,Jernbanegade 23, 6000, Kolding,Jernbanegade,23,,Jernbanegade,23,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,24,False,True,True,tuhpghhnca,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,24,False,True,True,tuducesies,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,24,False,True,True,turjaftlqx,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,24,False,True,True,tuqmpwucaj,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,24,False,True,True,tuhckagkwv,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,24,False,True,True,tuucuayynz,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 24, 6000, Kolding",55.4899763,9.4765305,Jernbanegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,24,False,True,True,tuheutznum,Jernbanegade 24, 6000, Kolding,Jernbanegade,24,,Jernbanegade,24,
"Jernbanegade 32, 6000, Kolding",55.4898529,9.4774626,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,32,False,True,True,tudywsplkm,Jernbanegade 32, 6000, Kolding,Jernbanegade,32,,Jernbanegade,32,
"Jernbanegade 32, 6000, Kolding",55.4898529,9.4774626,Jernbanegade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,32,False,True,True,tunwqggnxl,Jernbanegade 32, 6000, Kolding,Jernbanegade,32,,Jernbanegade,32,
"Jernbanegade 32, 6000, Kolding",55.4898529,9.4774626,Jernbanegade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,32,False,True,True,tuhqaofgyv,Jernbanegade 32, 6000, Kolding,Jernbanegade,32,,Jernbanegade,32,
"Klostergade 2, 6000, Kolding",55.4889549,9.4755318,Klostergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,2,False,True,False,tufccqjfeb,Klostergade 2, 6000, Kolding,Klostergade,2,,Klostergade,2,
"Klostergade 3, 6000, Kolding",55.489207,9.475278,Klostergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,3,False,True,True,tucdxklpei,Klostergade 3, 6000, Kolding,Klostergade,3,,Klostergade,3,
"Klostergade 3, 6000, Kolding",55.489207,9.475278,Klostergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,3,False,True,True,tunmdnttzu,Klostergade 3, 6000, Kolding,Klostergade,3,,Klostergade,3,
"Klostergade 5, 6000, Kolding",55.48920589999999,9.4754346,Klostergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,5,False,True,False,tuxuwkpcdz,Klostergade 5, 6000, Kolding,Klostergade,5,,Klostergade,5,
