adresse,postnr,kommune,antal,beholder,tur,ml,mu,tl,tu,sum,uid,vejnavn,husnr,appendiks,type,fremsætter,lås,sæk,id,caveat
Vandværksvej 17,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vandværksvej,17,,370,False,False,False,94b10ac9-4f36-4e25-8fee-0bd7831713ce,False
Ved Kysten 1,6094,Hejls,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ved Kysten,1,,240,False,False,False,ba4b1380-e6d2-4957-bbb7-2c5eecf0efa3,False
Ved Kysten 2,6094,Hejls,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ved Kysten,2,,240,True,False,False,c664fbc5-7916-4d97-8a47-d0ca12b1bb5d,False
Ved Kysten 4,6094,Hejls,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ved Kysten,4,,240,False,False,False,4e091079-ee7a-4f9a-b851-8d0023305e01,False
Ved Kysten 5,6094,Hejls,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Ved Kysten,5,,240,True,False,False,7b477348-b0cf-445b-92d1-838fd2d9f86a,False
Vejlevej 21,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vejlevej,21,,370,False,False,False,ea4b0eed-fbcb-4f86-98c7-2a396a60ff8d,False
Vejrupsgade 2 A,6000,Kolding,1,"140 l. beholder, mad, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,2, A,140,False,True,False,bd0e2a83-0024-4d09-9d1a-4be3c1cdeb94,False
Vejrupsgade 2 A,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,2, A,660,False,True,False,a192d53a-d8c0-499a-9eff-672ab610eca8,False
Vejrupsgade 4,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,4,,240,False,False,False,5b4e5601-db40-4488-91ce-cde627f5b7bb,False
Vejrupsgade 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,6,,240,True,False,False,b158491b-2bcb-469c-8fac-e2512311e89b,False
Vejrupsgade 8,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,8,,370,False,False,False,9b4eda57-6d13-4176-bd81-4021e60fd89e,False
Vejrupsgade 10,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,10,,240,False,False,False,cd1e33f2-44b7-49f9-a631-ec0cec498a63,False
Vejrupsgade 14,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,14,,660,False,False,False,01b91078-e7d1-410d-a666-327ce56ef8bc,False
Vejrupsgade 14,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,14,,400,False,False,False,60896fd1-e5f8-4dd0-b6fa-162e7c61d5ed,False
Vejrupsgade 14,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,14,,660,False,False,False,92370e5e-7822-40ae-8a99-ffb1bd97d6a6,False
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,16,,240,True,False,False,67cb98c7-7aec-40d1-b4d0-f44b7745354c,False
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,16,,240,True,False,False,15ef0733-5d03-4ca7-b373-9bf6e5e8253a,False
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,16,,240,True,False,False,c1c61b0e-a65b-4cd0-ac73-c48e43e4ec39,False
Vejrupsgade 18,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,18,,240,False,False,False,fc31a5da-b4b1-487a-ba38-1b582a8cd517,False
Vejrupsgade 20,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,20,,370,False,False,False,d66f783f-262f-4781-a1a2-ec33fb3b876f,False
Vejrupsgade 24,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,24,,240,False,True,False,d36865b0-a331-404a-868b-c2f6a4fe2e62,False
Vejrupsgade 24,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,24,,660,False,True,False,5a2c225a-7cb8-4aa4-bf88-55d1fd3a1b24,False
Vejrupsgade 28,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,28,,240,False,True,False,6837dce7-a876-4ac3-a2a2-835b8076068f,False
Vejrupsgade 28,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Vejrupsgade,28,,660,False,True,False,cc3fba3c-a85a-4295-9d31-c7bd447f4dd8,False
Vejrupsgade 30 01,6000,Kolding,1,"2-delt 370 beh, rest/mad, lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Vejrupsgade,30, 01,370,False,True,False,a3a46fbc-fe45-4ec3-a8ae-d6ab16055755,False
Vonsildvej 75 A,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vonsildvej,75, A,370,True,False,False,f9150647-baa5-4c8e-855e-75bf2ab92691,False
Vonsildvej 75 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vonsildvej,75, B,240,False,False,False,f1c7d60a-eaa1-4c84-9190-b633d098e815,False
Vonsildvej 77,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Vonsildvej,77,,240,False,False,False,ce526eff-2a94-41c3-bafe-90ae6b2b7dfd,False
Warmingsgade 18,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Warmingsgade,18,,240,True,False,False,971337a7-29d9-4e5b-8308-4c5de14d298a,False
Warmingsgade 20,6000,Kolding,1,"2-delt 370 beh, r/m, lås-SF","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Warmingsgade,20,,370,False,True,False,1803ba04-ab64-46a4-9b3d-31bc6be3ad4b,False
Warmingsgade 26,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Warmingsgade,26,,370,True,False,False,f1d5deeb-0530-4f27-ad4d-720e41495d7c,False
Æblehaven 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,16,,240,True,False,False,f8fb9b74-ac6d-4b23-90d8-f4f1952d559a,False
Æblehaven 18,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Æblehaven,18,,240,False,False,False,6f2490da-1350-4411-a499-2bdae42ee3dd,False
Æblehaven 20,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,20,,240,True,False,False,c15d49c2-93ab-48aa-bf79-7e1cacaf9004,False
Æblehaven 22,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,22,,240,True,False,False,befa6dd6-61eb-4b23-97f5-ed6aa1c277e2,False
Æblehaven 24,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,24,,370,True,False,False,a7e8264a-66bd-47bc-807a-bae2f0b3c637,False
Æblehaven 26,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,26,,240,False,False,False,2f1f4552-6ef2-4327-9db4-bea18d43c18a,False
Æblehaven 28,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Æblehaven,28,,240,True,False,False,d7b89049-9a47-4631-9d09-e460bcb96828,False
Ægirsvej 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,2,,240,False,False,False,e4941bc4-2bd0-4106-85f4-cc673e7172bd,False
Ægirsvej 3,6000,,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,3,,240,True,False,False,01cde30c-477a-4602-8298-9485ae95e07f,False
Ægirsvej 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,5,,240,False,False,False,55609f67-99cc-4a52-996a-7e794da62e6f,False
Ægirsvej 6,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,6,,240,False,False,False,9cd20b4d-ee7d-4e4b-8714-e03481f17d82,False
Ægirsvej 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,8,,240,True,False,False,e4cd9e4d-0e8f-48e4-8aed-213b3d1cde2a,False
Ægirsvej 8 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Ægirsvej,8, A,240,False,False,False,22870b91-3384-47cc-b528-e4b02b49e000,False
Ægirsvej 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Ægirsvej,12,,240,False,False,False,4598d6eb-67cd-48e8-949e-3fbad9ac1cd6,False
Østergade 3 ST,6000,Kolding,1,"130 l. sæk, restaffald erhverv","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Østergade,3, ST,130,False,False,True,c4e5d10e-2a61-410d-b35c-c6e4bebfe866,False
Østergade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,7,,240,False,False,False,141999ad-7189-40e8-97de-fba05401f22d,False
Østergade 11,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,11,,240,False,False,False,ec7ad713-4f94-462d-b276-88446b1fd0aa,False
Østergade 13,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Østergade,13,,370,False,False,False,298f5fce-122c-49c6-a814-7dd7d90c5e18,False
Østergade 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,17,,130,True,False,True,982995a8-d3a0-4bfa-a865-2be63838fa93,False
Østergade 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,17,,90,True,False,True,776ec84c-8026-464f-8de5-70d86c10966c,False
Østergade 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,17,,130,True,False,True,43553a6a-b9ef-4083-ae4b-d2c640689a7d,False
Østergade 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Østergade,17,,90,True,False,True,154b38e4-8ad1-4f70-bd4e-def3c8edbf5e,False
