adresse,postnr,kommune,antal,beholder,tur,ml,mu,tl,tu,sum,uid,vejnavn,husnr,appendiks,type,fremsætter,lås,sæk,id,caveat
Jernbanegade 24,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,400,False,False,False,184107fe-d5f7-4536-b2d0-228abf850333,False
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,770,False,False,False,b0e47ca8-5c3f-4706-adda-6feec930620a,False
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,770,False,False,False,a9d75ce1-ad5c-4c97-89c5-85b14670fc93,False
Jernbanegade 24,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,240,False,False,False,45a705f3-1ef1-483f-8f4e-82590f308d89,False
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,770,False,False,False,0b764f99-1822-4636-b30b-1379bef8fa59,False
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,24,,770,False,False,False,32ed93ca-caf6-48df-8242-0a392904b79e,False
Jernbanegade 28,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,28,,240,False,False,False,e37fdd5d-2fa2-44b5-a432-c43a4aac2944,False
Jernbanegade 28,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Jernbanegade,28,,660,False,False,False,6ab4bf71-4474-4077-8d06-197130683c8a,False
Jernbanegade 32,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,32,,660,False,False,False,15ebc1b7-84f2-452e-ba06-f243c5eb645b,False
Jernbanegade 32,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,32,,400,False,False,False,f91417fb-7a74-45c9-92b9-0ad098db124a,False
Jernbanegade 32,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Jernbanegade,32,,190,False,False,False,7dd90369-d22c-4529-9a0f-a26cf53a809d,False
Kikkenborgvej 14,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Kikkenborgvej,14,,130,True,False,True,1b610e3a-7679-4de8-9350-e06c0cc8a871,False
Kikkenborgvej 14,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Kikkenborgvej,14,,90,True,False,True,7a43e304-591a-440f-a5ae-c9130dff5f83,False
Kikkenborgvej 42 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Kikkenborgvej,42, B,240,False,False,False,cb1be2d5-1342-411e-a01e-87debfda05e7,False
Kikkenborgvej 42 C,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Kikkenborgvej,42, C,240,False,False,False,be95e932-5f22-4cae-8654-39ef49e05679,False
Kikkenborgvej 52,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Kikkenborgvej,52,,240,False,False,False,5ecfe980-4e6c-44bb-a779-b9fd99e80522,False
Kikkenborgvej 54 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Kikkenborgvej,54, A,240,False,False,False,4271a7a1-9d41-4392-94df-448241e3f892,False
Kikkenborgvej 54 B,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Kikkenborgvej,54, B,240,True,False,False,aebb19f4-80fc-4f96-8b76-1c1bea3a7f56,False
Klostergade 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,2,,240,False,False,False,3429016b-ac2d-4150-9531-47a9402a5bde,False
Klostergade 3,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,3,,130,True,False,True,4e105872-d35b-469b-a47c-b155053dd112,False
Klostergade 3,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,3,,90,True,False,True,937db5fb-4693-4a6f-80b0-62e06a4224e2,False
Klostergade 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,5,,240,False,False,False,3751db61-7156-4508-9207-cfecce366ac9,False
Klostergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,6,,660,False,False,False,0bcfa6fc-18f9-49bd-8393-2811405b7d01,False
Klostergade 6,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,6,,140,False,False,False,acb61bfb-4839-4b97-9541-186b591b8069,False
Klostergade 12,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,12,,130,False,False,True,e17a8d45-97bf-4c53-8eb6-cedef3b14337,False
Klostergade 12,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,12,,90,False,False,True,4bb2986a-113d-47d2-9959-04b7e7473781,False
Klostergade 14,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,14,,130,False,False,True,d5fced01-d157-41d3-95c6-4ca6d3667fc5,False
Klostergade 14,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,14,,90,False,False,True,d4eec98c-3fd6-495f-bdfd-1008d6535acd,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,b02c6b2f-62a0-4bea-b49c-c059b847d02c,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,642bdd93-206c-420b-824c-b130fec92f92,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,8666bef4-aba4-41e4-86fb-3849b5f0666a,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,230a4a48-a689-478f-939a-d683c2e36805,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,a795c74b-b135-4baa-8f20-fbe5a359747c,False
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,400,False,False,False,461502c6-ac14-45e5-a956-d7c5cfc9cd22,False
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,400,False,False,False,0eb024c7-7757-4de9-b926-a3b4e1daa8e5,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,bd8f9c1c-2d4f-4755-bac1-dfeeba82b417,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,6d205f78-a8a0-420b-b272-511e91725247,False
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",True,True,True,True,4,1,Klostergade,16,,660,False,False,False,4935062d-bf2b-4e1b-a819-a5c08d31a441,False
Klostergade 19,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Klostergade,19,,240,False,False,False,df09f64d-5356-488e-96e9-693fbe036146,False
Klostergade 60,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,60,,400,True,False,False,1fd99f94-ce35-415b-b22b-837bccc4f769,False
Klostergade 60,6000,Kolding,1,"770 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,60,,770,True,False,False,a502d082-d24e-4f4c-8f13-ef95d64cb92e,False
Klostergade 60,6000,Kolding,1,"770 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,60,,770,True,False,False,f7852417-c646-4764-acee-26f27be0bd28,False
Klostergade 60,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Klostergade,60,,400,True,False,False,71fb8db8-5791-4e19-8289-34ff600d8b35,False
Langelinie 1 A 01,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,1, A 01,240,False,False,False,4a1b6e82-97a7-46e1-9171-831ad226b6a5,False
Langelinie 1 A 02,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,1, A 02,240,False,False,False,c4833ccc-0a0b-4c71-badc-4d3cc08ab6bc,False
Langelinie 1 A ST,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,1, A ST,240,False,False,False,bddd6de4-4a2f-46c8-9957-6e5836be92fe,False
Langelinie 1 B,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,1, B,240,True,False,False,77baf306-d8d1-48a1-90b6-79553d8b8e32,False
Langelinie 5,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,5,,130,True,False,True,dac848f2-92fa-4972-8a32-ae7185afdc87,False
Langelinie 5,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,5,,90,True,False,True,6f722fd3-f930-4dfc-b783-5a6e63eaba04,False
Langelinie 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,6,,240,True,False,False,6995b991-7748-4fce-b296-ed9018a9e6dd,False
Langelinie 7,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,7,,130,True,False,True,590954eb-10ae-4b34-8133-ee944051a8da,False
Langelinie 7,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,7,,90,True,False,True,b4b18f91-9537-4350-b204-5199a6fc0c53,False
Langelinie 8,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,8,,90,True,False,True,40c8dd6b-f608-44bf-9698-ecf61066d049,False
Langelinie 8,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,8,,130,True,False,True,0cd8f6b5-f25f-4a98-8411-d0ff9fc32bfb,False
Langelinie 9,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,9,,130,True,False,True,32a10904-842e-4990-9999-e98602bec650,False
Langelinie 9,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,9,,90,True,False,True,42c1bc28-3fba-4c58-aed0-c309b10cb702,False
Langelinie 11,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,11,,90,True,False,True,a7abd090-20c2-47f1-bd69-2266376be58d,False
Langelinie 11,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,11,,130,True,False,True,7a24a3bc-a133-4a52-aefd-98848d46d8e7,False
Langelinie 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,12,,240,False,False,False,f143755a-c681-449f-bf0d-12ad0227fe66,False
Langelinie 13,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,13,,90,True,False,True,6b444722-fd1c-4ec8-abf0-436704be3c4d,False
Langelinie 13,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,13,,130,True,False,True,577bd13d-5b5a-4688-9f52-38c63aa1277f,False
Langelinie 14,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,14,,240,False,False,False,a41011ca-d85f-48be-bc32-5ed5000efb6a,False
Langelinie 15,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,15,,90,True,False,True,6310cf13-b27e-4c99-8827-0926d08a7d82,False
Langelinie 15,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,15,,130,True,False,True,d5e7df7f-0c2c-474d-ac25-d9f3ebe2f98e,False
Langelinie 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,17,,90,True,False,True,2077e063-4d04-4657-ad9f-11c9e9261722,False
Langelinie 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,17,,130,True,False,True,9fe58918-6165-400d-be95-ba1ce6270de5,False
Langelinie 19,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,19,,240,True,False,False,f901ec2e-1e69-40c3-a577-56f65808a139,False
Langelinie 21,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,21,,130,True,False,True,37f85405-a1e3-4ebc-a9da-b280c7ddfa3e,False
Langelinie 21,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,21,,90,True,False,True,83fbc8a8-950c-49a4-92f5-cfc895656fae,False
Langelinie 23,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,23,,90,True,False,True,d7036a98-d4c6-483a-81ee-21b2582f67eb,False
Langelinie 23,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Langelinie,23,,130,True,False,True,fe471dea-ede0-48d6-857f-6f5560dfbfa6,False
Langelinie 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Langelinie,24,,400,False,False,False,c9bffdba-0dff-4630-afed-3cc58255e850,False
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Langelinie,24,,660,False,False,False,7468b67a-7175-424d-8409-9d1286eb0dc6,False
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Langelinie,24,,660,False,False,False,fbbeeb6b-784d-4365-b6bb-a52aa963a024,False
Lilletorv 2,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Lilletorv,2,,660,False,True,False,9e63c4c6-6b7f-405a-8468-11a930e0848c,False
Lilletorv 2,6000,Kolding,1,"400 l. con, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Lilletorv,2,,400,False,True,False,03f42124-95f4-4228-895d-c144479c416d,False
Lilletorv 2,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Lilletorv,2,,660,False,True,False,2898f685-ef80-476e-b483-291cb7a4147d,False
Mosegyde 2,6094,,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Mosegyde,2,,370,False,False,False,cc70cf6e-7944-4e09-93ed-a8174d8ec8a7,False
Mosegyde 3,6094,,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Mosegyde,3,,240,False,False,False,398df800-d951-4181-88ea-26d4d4ad0963,False
Mosegyde 9,6094,,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Mosegyde,9,,240,False,False,False,a1509939-5c10-44d6-9e0c-59820953a59d,False
Mosegyde 11,6094,,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Mosegyde,11,,370,False,False,False,e5bc991d-238b-4b99-b9ff-395c783effde,False
Munkegade 4,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,4,,400,False,False,False,c5f93fc5-f329-4b74-b7dc-074b3bab2823,False
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,4,,770,False,False,False,8eb1b2db-325f-493f-ae19-16862dae48f6,False
Munkegade 4,6000,Kolding,1,"240 l. beh, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,4,,240,False,False,False,1d14dd2a-5988-4d00-88b6-6fce785b3003,False
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,4,,770,False,False,False,a6f9d8e9-22ef-4335-b1b5-e2212a977676,False
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,4,,770,False,False,False,508dfb1b-3145-45b4-a318-7ee56a5a03ce,False
Munkegade 5 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,5, A,660,True,False,False,fa42a571-311d-47d1-a1be-277be033d0ce,False
Munkegade 5 A,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,5, A,190,True,False,False,a9207fc8-f949-45e2-8143-68832f2be7c3,False
Munkegade 7 A,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,7, A,190,False,False,False,8df3c9d5-29fd-4492-b77f-4ad4897ff7ad,False
Munkegade 7 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Munkegade,7, A,660,False,False,False,91f5dc68-2a7c-4a45-9ea1-f192b0c3576d,False
Munkensdam 9,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Munkensdam,9,,370,True,False,False,5edf1a5b-c456-4213-a39a-b6094b93fd33,False
Ndr. Ringvej 79,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Ndr. Ringvej,79,,240,False,False,False,7d9b5e91-cebb-4d09-8c13-23eb706583a5,False
Nordvang 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Nordvang,12,,240,False,False,False,2b2957e8-939c-4d13-bc7d-c399b2214a4d,False
Nordvang 19,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Nordvang,19,,240,False,False,False,5978a2d6-daf9-4ffb-b352-b0e8d5edabe6,False
Nordvang 21,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,True,False,1,1,Nordvang,21,,240,False,False,False,f8f3809b-c6e0-4ee4-acf7-edf020b36e73,False
Rendebanen 6 A,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Rendebanen,6, A,400,True,False,False,7b39cfed-4233-4194-a654-a187eacb54a3,False
Rendebanen 6 A,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Rendebanen,6, A,190,True,False,False,30e38ab3-bbe6-4c12-9bc4-4ee82f4c23db,False
Rendebanen 6 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,True,True,2,1,Rendebanen,6, A,660,True,False,False,50fffa0a-3dce-4ebb-8100-e9d70496ba94,False
Rendebanen 8 A,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Rendebanen,8, A,400,True,False,False,f7e33bf0-98af-4dc8-baf1-c53fcebef5e1,False
Rendebanen 8 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Rendebanen,8, A,660,True,False,False,6ec3715f-5ac5-4a92-9f2d-6d7d666ca25a,False
Rendebanen 8 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,False,True,1,1,Rendebanen,8, A,660,True,False,False,f10b1494-2087-4224-ba33-568f3aa9f263,False
Rosengade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,9,,240,True,False,False,55599909-242a-4f1f-8b7c-afae48c315fb,False
Rosengade 13,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,13,,370,True,False,False,827bd2b5-8f3e-4b01-a7e7-20bcb47c6f2c,False
Rosengade 14,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,14,,370,True,False,False,20170116-5c77-42b2-96f2-644da01b84fb,False
Rosengade 15,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,15,,370,True,False,False,9f04a2bc-5c5d-44c9-b59b-8ea0f291500a,False
Rosengade 16,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,16,,370,True,False,False,6be2f19e-493a-4e37-b0dc-0064bcc838a4,False
Rosengade 17,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,17,,370,True,False,False,30e5249c-7857-4537-b5b7-9fba445f7bfc,False
Rosengade 18,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,False,False,1,1,Rosengade,18,,370,True,False,False,eda55155-303b-4c90-95c4-efc91b206324,False
Rosengade 20,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Rosengade,20,,370,False,False,False,0ff1d1d4-92fe-48a8-8681-12d3edb630cc,False
Rosengade 22,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,False,False,2,1,Rosengade,22,,240,True,False,False,d32949bc-e016-41ca-9e2f-4a84bf4a5aad,False
Skolebakken 13,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Skolebakken,13,,370,False,False,False,afc42af2-de0c-45f3-b528-2b7b015a1c4f,False
Skolebakken 13 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Skolebakken,13, A,370,False,False,False,5a2ad639-a1e8-4b34-a303-50fdf0bb1bda,False
Skolebakken 13 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,True,False,False,1,1,Skolebakken,13, B,240,False,False,False,cab506c6-e148-4da7-8716-c24f2596b489,False
