adresse,latitude,longitude,gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,nr,mandag,torsdag,ugentlig
"Munkegade 4, 6000, Kolding, Danmark",55.489163,9.4779065,Munkegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,4,False,True,True
"Munkegade 4, 6000, Kolding, Danmark",55.489163,9.4779065,Munkegade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,4,False,True,True
"Munkegade 4, 6000, Kolding, Danmark",55.489163,9.4779065,Munkegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,4,False,True,True
"Munkegade 4, 6000, Kolding, Danmark",55.489163,9.4779065,Munkegade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,4,False,True,True
"Munkegade 5 A, 6000, Kolding, Danmark",55.4896115,9.4774762,Munkegade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,5,False,True,True
"Munkegade 5 A, 6000, Kolding, Danmark",55.4896115,9.4774762,Munkegade ,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,190,False,5,False,True,True
"Munkegade 7 A, 6000, Kolding, Danmark",55.4897382,9.4775045,Munkegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,7,False,True,True
"Munkegade 7 A, 6000, Kolding, Danmark",55.4897382,9.4775045,Munkegade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,7,False,True,True
"Nordvang 12, 6000, Kolding, Danmark",55.4981101,9.4693223,Nordvang ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,12,False,True,False
"Nordvang 19, 6000, Kolding, Danmark",55.4976097,9.4698586,Nordvang ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,19,False,True,False
"Nordvang 21, 6000, Kolding, Danmark",55.4977607,9.4696017,Nordvang ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,21,False,True,False
"Rendebanen 6 A, 6000, Kolding, Danmark",55.4890832,9.4714837,Rendebanen ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,6,False,True,True
"Rendebanen 6 A, 6000, Kolding, Danmark",55.4890832,9.4714837,Rendebanen ,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,6,False,True,True
"Rendebanen 6 A, 6000, Kolding, Danmark",55.4890832,9.4714837,Rendebanen ,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,190,False,6,False,True,True
"Slotsgade 21, 6000, Kolding, Danmark",55.489289,9.475153,Slotsgade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,21,False,True,True
"Slotsgade 21, 6000, Kolding, Danmark",55.489289,9.475153,Slotsgade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,21,False,True,True
"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,22,False,True,True
"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,22,False,True,True
"Slotsgade 22, 6000, Kolding, Danmark",55.489289,9.474931,Slotsgade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,22,False,True,True
"Søndergade 1 A, 6000, Kolding, Danmark",55.4888114,9.4730303,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,1,True,True,False
"Søndergade 1 A, 6000, Kolding, Danmark",55.4888114,9.4730303,Søndergade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,1,True,True,False
"Søndergade 8, 6000, Kolding, Danmark",55.4883784,9.4728391,Søndergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,8,False,True,True
"Søndergade 10 A, 6000, Kolding, Danmark",55.4882072,9.4727535,Søndergade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,10,False,True,True
"Søndergade 10 A, 6000, Kolding, Danmark",55.4882072,9.4727535,Søndergade ,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,10,False,True,True
"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,12,False,True,True
"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
"Søndergade 12, 6000, Kolding, Danmark",55.4875999,9.472635,Søndergade ,6000,Kolding,1,"770 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,12,False,True,True
"Søndergade 15 A, 6000, Kolding, Danmark",55.4872898,9.4729008,Søndergade ,6000,Kolding,1,"400 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,15,False,True,True
"Søndergade 15 A, 6000, Kolding, Danmark",55.4872898,9.4729008,Søndergade ,6000,Kolding,1,"190 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,15,False,True,True
"Søndergade 21, 6000, Kolding, Danmark",55.4870657,9.4728672,Søndergade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,21,False,True,True
"Søndergade 27, 6000, Kolding, Danmark",55.4868107,9.4727761,Søndergade ,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,27,False,True,True
"Søndergade 27, 6000, Kolding, Danmark",55.4868107,9.4727761,Søndergade ,6000,Kolding,1,"190 l. beh, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,190,False,27,False,True,True
"Søndergade 27 A, 6000, Kolding, Danmark",55.4866928,9.4737285,Søndergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,27,False,True,True
"Søndergade 29, 6000, Kolding, Danmark",55.4867257,9.4727457,Søndergade ,6000,Kolding,1,"660 con, rest - m lås sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,True,660,False,29,False,True,True
"Søndergade 29, 6000, Kolding, Danmark",55.4867257,9.4727457,Søndergade ,6000,Kolding,1,"240 l. beh, mad, med lås, SF","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,240,False,29,False,True,True
"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,32,False,True,True
"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,32,False,True,True
"Søndergade 32 A, 6000, Kolding, Danmark",55.4866982,9.472367,Søndergade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,140,False,32,False,True,True
"Østergade 3 ST, 6000, Kolding, Danmark",55.4899486,9.4741308,Østergade ,6000,Kolding,1,"130 l. sæk, restaffald erhverv","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,130,True,3,False,True,False
"Østergade 7, 6000, Kolding, Danmark",55.4898573,9.4741354,Østergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,7,False,True,True
"Østergade 11, 6000, Kolding, Danmark",55.4897066,9.4743662,Østergade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,11,False,True,True
"Østergade 13, 6000, Kolding, Danmark",55.4896074,9.4743773,Østergade ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,13,False,True,False
"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,17,False,True,True
"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,17,False,True,True
"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,17,False,True,True
"Østergade 17, 6000, Kolding, Danmark",55.4894364,9.4743984,Østergade ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,17,False,True,True
